,ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,height,width,length
0,6-12,29.99,2.0,277.0,4.0,12,75823.0,Average,Bird Island Egg Heist,4.5,Angry Birds™,4.0,US,5,6,3
1,6-12,19.99,2.0,168.0,4.0,12,75822.0,Easy,Piggy Plane Attack,5.0,Angry Birds™,4.0,US,3,5,4
2,6-12,12.99,11.0,74.0,4.3,10,75821.0,Easy,Piggy Car Escape,4.3,Angry Birds™,4.1,US,2,2,6
3,12+,99.99,23.0,1032.0,3.6,9,21030.0,Average,United States Capitol Building,4.6,Architecture,4.3,US,6,17,6
4,12+,79.99,14.0,744.0,3.2,9,21035.0,Challenging,Solomon R. Guggenheim Museum®,4.6,Architecture,4.1,US,4,7,5
5,12+,59.99,7.0,597.0,3.7,8,21039.0,Average,Shanghai,4.9,Architecture,4.4,US,9,11,2
6,12+,59.99,37.0,598.0,3.7,10,21028.0,Average,New York City,4.2,Architecture,4.1,US,10,9,0.1846505179022918
7,12+,49.99,24.0,780.0,4.4,6,21029.0,Average,Buckingham Palace,4.7,Architecture,4.3,US,3,7,7
8,12+,39.99,23.0,468.0,3.6,8,21034.0,Average,London,4.7,Architecture,4.1,US,5,11,3
9,12+,39.99,11.0,444.0,3.6,8,21033.0,Average,Chicago,4.8,Architecture,4.5,US,7,8,1
10,12+,39.99,14.0,386.0,4.1,8,21036.0,Average,Arc de Triomphe,4.4,Architecture,3.6,US,4,5,3
11,12+,34.99,53.0,321.0,3.2,10,21019.0,Average,The Eiffel Tower,4.6,Architecture,4.4,US,12,4,4
12,12+,29.99,7.0,361.0,4.2,8,21032.0,Easy,Sydney,4.6,Architecture,4.2,US,8,9,2
13,7-12,159.99,63.0,847.0,3.8,6,17101.0,Average,BOOST Creative Toolbox,3.4,BOOST,3.5,US,4,5,9
14,10+,29.99,13.0,708.0,4.7,7,41597.0,Average,Go Brick Me,4.8,BrickHeadz,4.8,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
15,10+,19.99,1.0,234.0,3.0,9,41614.0,Easy,Owen & Blue,5.0,BrickHeadz,5.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
16,10+,19.99,1.0,160.0,5.0,10,41613.0,Very Easy,Mr. Incredible & Frozone,5.0,BrickHeadz,5.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
17,10+,9.99,1.0,149.0,2.0,12,41609.0,Very Easy,Chewbacca™,3.0,BrickHeadz,4.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
18,10+,9.99,1.0,141.0,2.0,12,41608.0,Very Easy,Han Solo™,4.0,BrickHeadz,4.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
19,10+,9.99,3.0,101.0,4.0,9,41604.0,Average,Iron Man MK50,4.7,BrickHeadz,4.5,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
20,10+,9.99,2.0,105.0,3.0,9,41605.0,Easy,Thanos,5.0,BrickHeadz,5.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
21,10+,9.99,1.0,113.0,5.0,8,41606.0,Easy,Star-Lord,5.0,BrickHeadz,5.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
22,10+,9.99,1.0,136.0,4.337640663742107,11,41607.0,0.16760459995106436,Gamora,5.0,BrickHeadz,0.14639915178207324,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
23,10+,9.99,2.0,91.0,3.0,11,41485.0,Easy,Finn,4.5,BrickHeadz,4.0,US,1,0.1864448250550526,0.1846505179022918
24,10+,9.99,7.0,140.0,3.2,10,40270.0,Easy,Valentine's Bee,4.9,BrickHeadz,4.7,US,0.1578174700269146,4,1
25,10+,9.99,5.0,143.0,4.6,7,41599.0,Easy,Wonder Woman™,5.0,BrickHeadz,5.0,US,1,0.1864448250550526,0.1846505179022918
26,10+,9.99,3.0,122.0,2.7,11,41598.0,Very Easy,The Flash™,4.0,BrickHeadz,3.0,US,1,0.1864448250550526,0.1846505179022918
27,10+,9.99,5.0,130.0,4.3,13,41603.0,Easy,Kylo Ren™,5.0,BrickHeadz,4.8,US,1,0.1864448250550526,0.1846505179022918
28,10+,9.99,3.0,119.0,4.5,11,41602.0,Easy,Rey,5.0,BrickHeadz,4.5,US,1,0.1864448250550526,0.1846505179022918
29,10+,9.99,1.0,135.0,1.0,6,41600.0,Very Easy,Aquaman™,4.0,BrickHeadz,3.0,US,1,0.1864448250550526,0.1846505179022918
30,10+,9.99,2.0,108.0,3.5,7,41601.0,Easy,Cyborg™,5.0,BrickHeadz,4.0,US,1,0.1864448250550526,0.1846505179022918
31,10+,19.99,1.0,240.0,3.0,13,41611.0,Easy,Marty McFly & Doc Brown,5.0,BrickHeadz,5.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
32,10+,19.99,16.82623813551358,209.0,4.337640663742107,11,41610.0,0.16760459995106436,Tactical Batman™ & Superman™,0.13212625397602154,BrickHeadz,0.14639915178207324,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
33,10+,9.99,4.0,126.0,2.0,9,40271.0,Easy,Easter Bunny,5.0,BrickHeadz,4.5,US,0.1578174700269146,4,1
34,10+,9.99,7.0,102.0,4.0,9,41487.0,Easy,Lloyd,5.0,BrickHeadz,4.7,US,1,0.1864448250550526,0.1846505179022918
35,10+,9.99,5.0,89.0,3.2,11,41488.0,Very Easy,Master Wu,4.4,BrickHeadz,4.0,US,1,0.1864448250550526,0.1846505179022918
36,10+,9.99,6.0,118.0,3.3,11,41594.0,Very Easy,Captain Armando Salazar,5.0,BrickHeadz,4.7,US,1,0.1864448250550526,0.1846505179022918
37,10+,9.99,3.0,127.0,3.5,13,41486.0,Very Easy,Captain Phasma™,4.7,BrickHeadz,4.7,US,1,0.1864448250550526,0.1846505179022918
38,10+,9.99,11.0,91.0,3.8,10,41585.0,Very Easy,Batman™,4.9,BrickHeadz,4.7,US,1,0.1864448250550526,0.1846505179022918
39,10+,9.99,8.0,96.0,4.0,10,41590.0,Easy,Iron Man,4.9,BrickHeadz,4.4,US,1,0.1864448250550526,0.1846505179022918
40,10+,9.99,9.0,109.0,3.6,12,41593.0,Easy,Captain Jack Sparrow,4.8,BrickHeadz,4.6,US,1,0.1864448250550526,0.1846505179022918
41,10+,9.99,8.0,93.0,3.9,9,41592.0,Easy,The Hulk,4.6,BrickHeadz,4.1,US,1,0.1864448250550526,0.1846505179022918
42,10+,9.99,10.0,139.0,4.2,13,41595.0,Easy,Belle,4.8,BrickHeadz,4.7,US,1,0.1864448250550526,0.1846505179022918
43,10+,9.99,2.0,116.0,5.0,15,41596.0,Average,Beast,5.0,BrickHeadz,5.0,US,1,0.1864448250550526,0.1846505179022918
44,10+,9.99,12.0,151.0,3.3,10,41588.0,Easy,The Joker™,4.8,BrickHeadz,4.7,US,1,0.1864448250550526,0.1846505179022918
45,10+,9.99,4.0,143.0,3.5,10,41591.0,Easy,Black Widow,4.8,BrickHeadz,4.8,US,1,0.1864448250550526,0.1846505179022918
46,10+,9.99,10.0,101.0,4.3,8,41587.0,Very Easy,Robin™,4.8,BrickHeadz,4.9,US,1,0.1864448250550526,0.1846505179022918
47,10+,9.99,9.0,99.0,3.5,8,41586.0,Easy,Batgirl™,4.3,BrickHeadz,4.6,US,1,0.1864448250550526,0.1846505179022918
48,5-12,49.99,16.82623813551358,387.0,4.337640663742107,9,60175.0,0.16760459995106436,Mountain River Heist,0.13212625397602154,City,0.14639915178207324,US,3,8,7
49,6-12,199.99,35.0,888.0,4.7,10,60052.0,Average,Cargo Train,4.4,City,3.8,US,3,2,11
50,6-12,149.99,45.0,610.0,4.4,10,60051.0,Average,High-speed Passenger Train,4.4,City,4.0,US,4,1,30
51,8-12,149.99,1.0,1250.0,5.0,8,60162.0,Average,Jungle Air Drop Helicopter,5.0,City,4.0,US,5,22,15
52,6-12,119.99,3.0,792.0,3.3,9,60167.0,Average,Coast Guard Head Quarters,3.7,City,3.3,US,8,3,16
53,8-12,119.99,6.0,813.0,4.5,11,60161.0,Average,Jungle Exploration Site,4.3,City,4.0,US,3,7,9
54,6-12,99.99,10.0,894.0,4.2,10,60141.0,Easy,Police Station,4.7,City,4.0,US,9,14,14
55,7-12,99.99,1.0,883.0,5.0,11,60188.0,0.16760459995106436,Mining Experts Site,5.0,City,5.0,US,6,4,11
56,6-12,99.99,16.0,919.0,4.5,11,60110.0,Average,Fire Station,4.6,City,4.6,US,12,16,9
57,6-12,89.99,8.0,663.0,4.4,10,60174.0,Average,Mountain Police Headquarters,4.6,City,4.0,US,2,6,7
58,6-12,79.99,4.0,740.0,5.0,8,60169.0,Average,Cargo Terminal,5.0,City,4.3,US,3,2,15
59,5-12,69.99,9.0,561.0,3.9,7,60140.0,Easy,Bulldozer Break-in,3.3,City,3.6,US,6,5,2
60,7-12,59.99,3.0,426.0,4.7,11,60160.0,Average,Jungle Mobile Lab,5.0,City,4.7,US,4,2,7
61,5-12,59.99,2.0,303.0,4.5,9,60173.0,Average,Mountain Arrest,4.0,City,2.5,US,5,3,9
62,6-12,59.99,8.0,415.0,4.4,11,60166.0,Challenging,Heavy-duty Rescue Helicopter,4.4,City,4.0,US,5,3,15
63,6-12,49.99,10.0,374.0,3.9,10,60139.0,Easy,Mobile Command Center,4.0,City,3.3,US,4,2,9
64,5-12,49.99,16.0,337.0,3.6,12,60154.0,Easy,Bus Station,3.3,City,2.7,US,2,13,9
65,5-12,49.99,1.0,294.0,4.0,10,60186.0,Average,Mining Heavy Driller,5.0,City,4.0,US,2,3,9
66,5-12,39.99,10.0,169.0,4.3,9,60153.0,Very Easy,People pack – Fun at the beach,4.1,City,3.6,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
67,5-12,39.99,14.0,294.0,4.2,9,60138.0,Average,High-speed Chase,4.2,City,4.1,US,4,10,12
68,5-12,39.99,2.0,347.0,4.5,8,60165.0,Very Easy,4 x 4 Response Unit,5.0,City,5.0,US,4,2,4
69,5-12,39.99,16.82623813551358,297.0,4.337640663742107,9,60172.0,0.16760459995106436,Dirt Road Pursuit,0.13212625397602154,City,0.14639915178207324,US,3,3,5
70,6-12,39.99,5.0,378.0,4.8,10,60159.0,Easy,Jungle Halftrack Mission,4.8,City,4.6,US,3,2,5
71,5-12,39.99,8.0,257.0,4.2,7,60108.0,Average,Fire Response Unit,3.9,City,3.8,US,3,3,12
72,5-12,29.99,7.0,344.0,5.0,11,60182.0,Easy,Pickup & Caravan,5.0,City,5.0,US,2,2,5
73,5-12,29.99,7.0,310.0,4.4,9,60183.0,Easy,Heavy Cargo Transport,4.7,City,4.7,US,3,2,5
74,5-12,24.99,11.0,214.0,4.5,6,60107.0,Easy,Fire Ladder Truck,4.5,City,4.1,US,3,1,7
75,6-12,19.99,4.0,192.0,5.0,10,60180.0,Average,Monster Truck,5.0,City,5.0,US,4,3,5
76,5-12,19.99,35.0,249.0,4.6,5,60150.0,Easy,Pizza Van,4.9,City,4.8,US,3,1,5
77,5-12,19.99,89.0,24.0,2.9,6,7499.0,Easy,Flexible and Straight Tracks,2.5,City,2.2,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
78,5-12,19.99,12.0,239.0,4.7,6,60148.0,Easy,ATV Race Team,4.8,City,4.6,US,2,2,5
79,5-12,19.99,6.0,190.0,4.2,7,60179.0,Easy,Ambulance Helicopter,3.8,City,4.7,US,3,3,11
80,5-12,19.99,7.0,174.0,4.3,10,60181.0,Easy,Forest Tractor,4.4,City,4.2,US,3,3,7
81,5-12,19.99,8.0,144.0,4.4,9,60137.0,Easy,Tow Truck Trouble,4.3,City,4.0,US,2,1,4
82,5-12,19.99,1.0,126.0,5.0,9,60176.0,Easy,Wild River Escape,5.0,City,4.0,US,1,2,5
83,5-12,19.99,1.0,127.0,5.0,9,60185.0,Easy,Mining Power Splitter,5.0,City,5.0,US,4,2,4
84,4-7,19.99,16.82623813551358,115.0,4.337640663742107,8,10751.0,0.16760459995106436,Mountain Police Chase,0.13212625397602154,Juniors,0.14639915178207324,US,3,3,4
85,5-12,19.99,3.0,141.0,4.3,11,60164.0,Easy,Sea Rescue Plane,4.3,City,4.7,US,3,9,8
86,6-12,19.99,5.0,201.0,4.3,9,60158.0,Average,Jungle Cargo Helicopter,4.4,City,3.8,US,3,7,9
87,5-12,15.99,47.0,8.0,4.2,10,7895.0,Very Easy,Switching Tracks,4.1,City,3.6,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
88,5-12,14.99,85.0,2.0,4.1,6,7280.0,Very Easy,Straight & Crossroad Plates,3.5,City,2.3,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
89,5-12,14.99,40.0,2.0,4.1,5,7281.0,Very Easy,T-Junction & Curved Road Plates,3.9,City,2.8,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
90,5-12,9.99,2.0,87.0,4.5,8,60177.0,Easy,Airshow Jet,4.5,City,5.0,US,2,5,7
91,5-12,9.99,12.0,88.0,4.5,9,60157.0,Easy,Jungle Starter Set,4.9,City,4.6,US,1,1,3
92,4-7,9.99,16.82623813551358,73.0,4.337640663742107,7,10750.0,0.16760459995106436,Road Repair Truck,0.13212625397602154,Juniors,0.14639915178207324,US,2,1,7
93,5-12,9.99,4.0,76.0,4.8,9,60163.0,Very Easy,Coast Guard Starter Set,5.0,City,4.5,US,2,1,3
94,5-12,9.99,2.0,88.0,4.337640663742107,8,60171.0,0.16760459995106436,Mountain Fugitives,5.0,City,0.14639915178207324,US,1,1,2
95,5-12,9.99,2.0,82.0,4.5,8,60184.0,Very Easy,Mining Team,5.0,City,4.0,US,1,1,2
96,5-12,9.99,1.0,78.0,4.0,10,60178.0,Easy,Speed Record Car,5.0,City,4.0,US,2,3,8
97,5-12,6.99,2.0,37.0,4.5,9,60170.0,Very Easy,Off-Road Chase,4.5,City,5.0,US,1,1,2
98,5-12,6.99,5.0,53.0,3.8,10,60156.0,Easy,Jungle Buggy,3.6,City,4.2,US,1,1,3
99,5-12,39.99,30.0,157.0,4.7,6,60134.0,Very Easy,Fun in the park - City People Pack,4.6,City,4.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
100,8-12,149.99,5.0,1277.0,5.0,11,60125.0,Average,Volcano Heavy-lift Helicopter,4.6,City,4.2,US,6,10,18
101,8-12,119.99,9.0,824.0,5.0,7,60124.0,Average,Volcano Exploration Base,4.6,City,4.6,US,4,2,12
102,6-12,79.99,2.0,412.0,4.5,11,60109.0,Easy,Fire Boat,4.5,City,4.0,US,11,6,12
103,5-12,49.99,2.0,403.0,4.5,8,60143.0,0.16760459995106436,Auto Transport Heist,4.0,City,3.5,US,3,2,8
104,5-12,49.99,5.0,200.0,3.8,10,60129.0,Easy,Police Patrol Boat,3.2,City,2.0,US,6,3,12
105,7-12,49.99,3.0,330.0,4.7,10,60123.0,Easy,Volcano Supply Helicopter,4.3,City,4.0,US,4,10,12
106,6-12,39.99,4.0,324.0,5.0,9,60122.0,Average,Volcano Crawler,5.0,City,4.5,US,4,4,7
107,6-12,29.99,14.0,301.0,4.0,7,60119.0,Easy,Ferry,4.2,City,4.2,US,6,5,13
108,5-12,29.99,16.82623813551358,195.0,4.337640663742107,9,60168.0,0.16760459995106436,Sailboat Rescue,0.13212625397602154,City,0.14639915178207324,US,1,3,7
109,5-12,29.99,8.0,248.0,3.4,10,60155.0,Easy,LEGO® City Advent Calendar,3.8,City,3.5,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
110,5-12,24.99,13.0,157.0,4.4,10,60101.0,Easy,Airport Cargo Plane,4.6,City,4.2,US,3,10,9
111,5-12,24.99,6.0,175.0,4.8,7,60121.0,Easy,Volcano Exploration Truck,4.8,City,4.4,US,3,2,5
112,5-12,19.99,35.0,250.0,4.5,9,60117.0,Easy,Van & Caravan,4.6,City,4.6,US,2,2,4
113,5-12,19.99,7.0,138.0,4.7,10,60142.0,Easy,Money Transporter,4.4,City,4.1,US,2,1,5
114,5-12,9.99,8.0,80.0,4.1,8,60136.0,Easy,Police Starter Set,4.6,City,4.3,US,1,1,1
115,5-12,9.99,8.0,91.0,4.3,6,60146.0,Easy,Stunt Truck,4.8,City,4.4,US,2,2,4
116,5-12,9.99,7.0,81.0,4.9,8,60145.0,Very Easy,Buggy,4.9,City,4.9,US,2,2,4
117,5-12,9.99,7.0,83.0,4.7,8,60120.0,Easy,Volcano Starter Set,4.3,City,4.3,US,1,1,1
118,5-12,9.99,10.0,81.0,4.4,8,60100.0,Very Easy,Airport Starter Set,4.9,City,5.0,US,2,1,5
119,5-12,9.99,11.0,90.0,3.9,8,60106.0,Easy,Fire Starter Set,4.1,City,4.1,US,1,1,3
120,5-12,6.99,5.0,47.0,4.3,7,60135.0,Very Easy,ATV Arrest,4.4,City,4.6,US,1,1,1
121,4-99,59.99,4.0,790.0,5.0,11,10698.0,Easy,LEGO® Large Creative Brick Box,5.0,Classic,5.0,US,0.1578174700269146,6,6
122,4-99,34.99,11.0,484.0,4.6,8,10696.0,Easy,LEGO® Medium Creative Brick Box,4.6,Classic,4.7,US,0.1578174700269146,6,3
123,4-99,19.99,2.0,213.0,5.0,12,10713.0,Very Easy,Creative Suitcase,5.0,Classic,5.0,US,10,11,2
124,4-99,19.99,8.0,303.0,4.8,7,10693.0,Easy,LEGO® Creative Supplement,4.9,Classic,4.9,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
125,4-99,16.99,7.0,221.0,4.3,10,10692.0,Easy,LEGO® Creative Bricks,4.1,Classic,4.3,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
126,4-99,14.99,24.0,1.0,4.3,12,10701.0,Very Easy,Gray Baseplate,4.1,Classic,3.5,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
127,4-99,7.99,6.0,1.0,4.7,9,10714.0,Very Easy,Blue Baseplate,4.7,Classic,4.3,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
128,4-99,7.99,46.0,1.0,3.2,13,10700.0,Very Easy,Green Baseplate,2.6,Classic,2.5,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
129,4-99,4.99,8.0,78.0,4.6,9,10706.0,Very Easy,Blue Creativity Box,4.8,Classic,5.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
130,4-99,4.99,5.0,66.0,4.5,9,10708.0,Easy,Green Creativity Box,4.8,Classic,4.5,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
131,4-99,4.99,4.0,55.0,4.3,9,10707.0,Average,Red Creativity Box,4.5,Classic,4.3,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
132,4-99,4.99,3.0,60.0,2.7,9,10709.0,Easy,Orange Creativity Box,4.7,Classic,5.0,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
133,4+,2.49,180.0,1.0,4.0,3,630.0,Very Easy,Brick Separator,4.8,Classic,4.6,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
134,4-99,19.99,6.0,303.0,4.3,13,10694.0,Easy,LEGO® Creative Supplement Bright,4.5,Classic,4.3,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
135,4-99,7.99,24.0,1.0,3.9,12,10699.0,Very Easy,Sand Baseplate,3.6,Classic,2.9,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
136,8-12,69.99,11.0,728.0,3.2,8,31069.0,Average,Modular Family Villa,3.4,Creator 3-in-1,3.2,US,8,14,5
137,9-12,59.99,14.0,670.0,4.2,11,31070.0,Average,Turbo Track Racer,4.5,Creator 3-in-1,4.3,US,2,4,8
138,8-12,39.99,4.0,422.0,4.0,9,31081.0,Average,Modular Skate House,4.8,Creator 3-in-1,4.3,US,6,9,5
139,8-12,34.99,5.0,379.0,4.0,10,31079.0,Easy,Sunshine Surfer Van,4.4,Creator 3-in-1,4.2,US,3,3,9
140,7-12,34.99,2.0,374.0,4.0,10,31080.0,Easy,Modular Winter Vacation,3.5,Creator 3-in-1,4.0,US,5,21,7
141,7-12,29.99,12.0,285.0,4.3,9,31066.0,Easy,Space Shuttle Explorer,4.2,Creator 3-in-1,4.4,US,3,7,10
142,8-12,29.99,10.0,386.0,3.2,8,31068.0,Average,Modular Modern Home,3.8,Creator 3-in-1,3.9,US,6,5,3
143,7-12,29.99,8.0,356.0,4.0,8,31067.0,Average,Modular Poolside Holiday,4.6,Creator 3-in-1,4.9,US,4,7,5
144,7-12,19.99,9.0,205.0,4.5,8,31062.0,Average,Robo Explorer,4.8,Creator 3-in-1,4.3,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
145,7-12,19.99,2.0,241.0,4.5,12,31074.0,Easy,Rocket Rally Car,5.0,Creator 3-in-1,5.0,US,2,3,6
146,7-12,19.99,1.0,200.0,5.0,10,31076.0,Average,Daredevil Stunt Plane,5.0,Creator 3-in-1,5.0,US,3,6,5
147,7-12,19.99,1.0,225.0,5.0,10,31075.0,Easy,Outback Adventures,4.0,Creator 3-in-1,4.0,US,3,3,5
148,7-12,14.99,27.0,174.0,4.5,8,31058.0,Easy,Mighty Dinosaurs,4.7,Creator 3-in-1,4.7,US,1,9,7
149,7-12,14.99,5.0,223.0,4.7,8,31073.0,Easy,Mythical Creatures,4.4,Creator 3-in-1,5.0,US,3,6,10
150,6-12,9.99,6.0,122.0,4.5,10,31056.0,Easy,Green Cruiser,4.5,Creator 3-in-1,4.7,US,1,2,4
151,6-12,9.99,1.0,102.0,4.0,8,31057.0,Easy,Air Blazer,4.0,Creator 3-in-1,4.0,US,1,6,8
152,6-12,9.99,1.0,109.0,5.0,11,31071.0,Average,Drone Explorer,5.0,Creator 3-in-1,5.0,US,2,5,4
153,6-12,9.99,16.82623813551358,109.0,4.337640663742107,10,31072.0,0.16760459995106436,Extreme Engines,0.13212625397602154,Creator 3-in-1,0.14639915178207324,US,1,2,5
154,7-12,19.99,8.0,222.0,4.3,8,31046.0,Average,Fast Car,4.6,Creator 3-in-1,4.5,US,1,3,5
155,8-12,19.99,1.0,194.0,5.0,9,31059.0,Average,Sunset Street Bike,5.0,Creator 3-in-1,5.0,US,4,2,7
156,8-12,59.99,15.0,528.0,4.7,9,31051.0,Average,Lighthouse Point,4.7,Creator 3-in-1,4.3,US,9,9,5
157,7-12,29.99,2.0,359.0,5.0,8,31064.0,Average,Island Adventures,4.5,Creator 3-in-1,4.5,US,3,11,9
158,7-12,29.99,9.0,286.0,4.5,8,31035.0,Easy,Beach Hut,4.4,Creator 3-in-1,4.1,US,5,10,3
159,7-12,29.99,5.0,275.0,4.0,9,31063.0,Average,Beachside Vacation,4.2,Creator 3-in-1,3.4,US,7,10,4
160,8-12,29.99,4.0,326.0,4.8,10,31049.0,Average,Twin Spin Helicopter,5.0,Creator 3-in-1,4.8,US,4,7,13
161,7-12,19.99,7.0,230.0,4.8,9,31047.0,Average,Propeller Plane,4.9,Creator 3-in-1,4.7,US,4,9,7
162,7-12,19.99,16.82623813551358,246.0,4.337640663742107,7,31060.0,0.16760459995106436,Airshow Aces,0.13212625397602154,Creator 3-in-1,0.14639915178207324,US,1,3,4
163,6-12,9.99,2.0,124.0,4.0,0,31043.0,Easy,Chopper Transporter,5.0,Creator 3-in-1,4.5,US,2,3,6
164,6-12,9.99,4.0,132.0,4.0,9,31029.0,Average,Cargo Heli,4.8,Creator 3-in-1,4.8,US,2,5,6
165,16+,369.99,43.0,5923.0,3.9,8,10256.0,Challenging,Taj Mahal,4.8,Creator Expert,4.5,US,16,20,20
166,16+,169.99,62.0,2480.0,4.4,9,10260.0,Challenging,Downtown Diner,4.6,Creator Expert,4.3,US,13,9,9
167,12+,79.99,51.0,902.0,3.8,10,10259.0,Average,Winter Village Station,3.8,Creator Expert,3.4,US,7,11,5
168,16+,279.99,99.0,4002.0,4.7,10,10255.0,Challenging,Assembly Square,4.8,Creator Expert,4.5,US,13,14,9
169,16+,249.99,64.0,4163.0,3.7,6,10253.0,Challenging,Big Ben,4.6,Creator Expert,4.6,US,23,17,7
170,16+,239.99,228.0,4295.0,4.2,5,10214.0,Challenging,Tower Bridge,4.8,Creator Expert,4.6,US,17,10,40
171,16+,199.99,53.0,2670.0,4.2,8,10257.0,Challenging,Carousel,4.4,Creator Expert,4.2,US,12,14,13
172,16+,199.99,91.0,2464.0,4.9,7,10247.0,Challenging,Ferris Wheel,4.9,Creator Expert,4.7,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
173,16+,169.99,115.0,2382.0,4.5,8,10251.0,Challenging,Brick Bank,4.7,Creator Expert,4.2,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
174,16+,159.99,202.0,2469.0,4.7,9,10243.0,Challenging,Parisian Restaurant,4.9,Creator Expert,4.7,US,11,9,9
175,16+,159.99,177.0,2262.0,4.4,9,10246.0,Challenging,Detective’s Office,4.6,Creator Expert,4.4,US,10,9,9
176,16+,139.99,53.0,1686.0,4.1,5,10258.0,Average,London Bus,4.6,Creator Expert,4.3,US,7,5,13
177,16+,119.99,337.0,1334.0,4.3,16,10220.0,Challenging,Volkswagen T1 Camper Van,4.7,Creator Expert,4.5,US,5,0.1864448250550526,11
178,16+,99.99,66.0,1167.0,4.5,8,10252.0,Average,Volkswagen Beetle,4.9,Creator Expert,4.7,US,5,4,11
179,16+,99.99,134.0,1077.0,4.4,11,10242.0,Average,MINI Cooper,4.7,Creator Expert,4.5,US,0.1578174700269146,0.1864448250550526,0.1846505179022918
180,12+,99.99,77.0,734.0,4.3,7,10254.0,Average,Winter Holiday Train,4.3,Creator Expert,4.1,US,4,2,20
181,14+,269.99,19.0,3444.0,4.9,6,70922.0,Challenging,The Joker™ Manor,5.0,THE LEGO® BATMAN MOVIE,4.9,US,21,25,10
182,9-14,129.99,13.0,955.0,4.1,7,76087.0,Average,Flying Fox: Batmobile Airlift Attack,3.7,DC Comics™ Super Heroes,3.0,US,5,14,13
183,7-14,89.99,6.0,267.0,4.7,9,71171.0,Average,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,4.3,DIMENSIONS™,4.0,US,6,7,4
184,8-14,79.99,9.0,643.0,4.4,7,70923.0,Average,The Bat-Space Shuttle,4.8,THE LEGO® BATMAN MOVIE,3.5,US,4,7,11
185,7-14,49.99,6.0,622.0,5.0,8,76086.0,Average,Knightcrawler Tunnel Attack,5.0,DC Comics™ Super Heroes,4.8,US,3,7,11
186,7-14,49.99,5.0,425.0,3.2,5,70921.0,Average,Harley Quinn™ Cannonball Attack,3.2,THE LEGO® BATMAN MOVIE,2.6,US,4,3,7
187,7-14,39.99,5.0,406.0,5.0,9,76097.0,Average,Lex Luthor™ Mech Takedown,4.8,DC Comics™ Super Heroes,4.8,US,7,4,1
188,6-12,29.99,6.0,271.0,4.5,8,76098.0,Easy,Speed Force Freeze Pursuit,4.8,DC Comics™ Super Heroes,4.5,US,3,4,10
189,7-14,29.99,5.0,267.0,3.6,6,70919.0,Easy,The Justice League™ Anniversary Party,3.2,THE LEGO® BATMAN MOVIE,3.4,US,4,9,5
190,7-14,29.99,11.0,293.0,4.9,7,70920.0,Average,Egghead™ Mech Food Fight,4.7,THE LEGO® BATMAN MOVIE,4.6,US,6,7,5
191,4-7,24.99,1.0,151.0,5.0,9,10753.0,Easy,The Joker™ Batcave Attack,5.0,Juniors,5.0,US,5,6,3
192,7-14,19.99,2.0,198.0,4.0,8,70918.0,0.16760459995106436,The Bat-Dune Buggy,4.5,THE LEGO® BATMAN MOVIE,4.0,US,2,3,4
193,6-12,19.99,9.0,197.0,3.9,9,76085.0,Easy,Battle of Atlantis,4.2,DC Comics™ Super Heroes,3.9,US,5,6,2
194,6-12,19.99,1.0,199.0,5.0,8,76096.0,Average,Superman™ & Krypto™ Team-Up,5.0,DC Comics™ Super Heroes,5.0,US,3,4,7
