,ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,height,width,length
2503,7-14,36.5878,19.0,201.0,4.1,9,70901.0,Easy,Mr. Freeze™ Ice Attack,4.6,THE LEGO® BATMAN MOVIE,4.4,BE,2,5,1
2504,6-12,21.9478,7.0,141.0,4.0,10,70913.0,Easy,Scarecrow™ Fearful Face-off,4.1,THE LEGO® BATMAN MOVIE,4.4,BE,3,1,5
2505,6-12,21.9478,18.0,124.0,4.5,6,70900.0,Easy,The Joker™ Balloon Escape,4.7,THE LEGO® BATMAN MOVIE,4.6,BE,4,3,1
2506,7-14,18.2878,1.0,57.0,5.0,12,71344.0,Average,Excalibur Batman™ Fun Pack,5.0,DIMENSIONS™,5.0,BE,3,1,2
2507,5+,4.8678,13.0,8.0,4.3,13,71020.0,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8,Minifigures,4.0,BE,0.1578174700269146,0.1864448250550526,0.1846505179022918
2508,8-14,109.7878,9.0,643.0,4.4,7,70923.0,Average,The Bat-Space Shuttle,4.8,THE LEGO® BATMAN MOVIE,3.5,BE,4,7,11
2509,16+,402.5878,88.0,4867.0,4.8,9,70620.0,Challenging,NINJAGO® City,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,BE,24,12,16
2510,9-14,207.3878,52.0,2295.0,4.7,7,70618.0,Challenging,Destiny's Bounty,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,BE,17,6,21
2511,9-14,134.18779999999998,15.0,1403.0,4.5,6,70617.0,Average,Temple of The Ultimate Ultimate Weapon,4.8,THE LEGO® NINJAGO® MOVIE™,4.8,BE,19,14,11
2512,9-14,109.7878,9.0,830.0,4.6,8,70656.0,Average,"garmadon, Garmadon, GARMADON!",4.9,THE LEGO® NINJAGO® MOVIE™,4.8,BE,9,10,14
2513,9-14,109.7878,6.0,914.0,4.8,9,70616.0,Average,Ice Tank,4.8,THE LEGO® NINJAGO® MOVIE™,4.7,BE,8,9,12
2514,9-14,109.7878,11.0,1202.0,4.7,9,70632.0,Average,Quake Mech,4.5,THE LEGO® NINJAGO® MOVIE™,4.4,BE,12,11,6
2515,9-14,97.5878,19.0,944.0,3.6,11,70615.0,Average,Fire Mech,4.2,THE LEGO® NINJAGO® MOVIE™,4.6,BE,14,8,4
2516,8-14,85.3878,8.0,747.0,4.3,7,70613.0,Average,Garma Mecha Man,4.5,THE LEGO® NINJAGO® MOVIE™,4.5,BE,11,9,5
2517,9-14,85.3878,8.0,876.0,4.7,8,70614.0,Average,Lightning Jet,5.0,THE LEGO® NINJAGO® MOVIE™,4.6,BE,7,11,17
2518,8-14,67.0878,7.0,521.0,4.7,8,70631.0,Average,Garmadon's Volcano Lair,4.3,THE LEGO® NINJAGO® MOVIE™,5.0,BE,10,12,6
2519,8-14,67.0878,29.0,544.0,4.6,9,70612.0,Average,Green Ninja Mech Dragon,4.7,THE LEGO® NINJAGO® MOVIE™,4.5,BE,5,4,23
2520,8-14,54.8878,21.0,494.0,4.6,12,70611.0,Average,Water Strider,4.5,THE LEGO® NINJAGO® MOVIE™,4.8,BE,7,11,11
2521,7-14,42.6878,10.0,312.0,3.5,9,70608.0,Easy,Master Falls,4.0,THE LEGO® NINJAGO® MOVIE™,3.6,BE,6,8,5
2522,8-14,42.6878,8.0,341.0,4.2,9,70610.0,Average,Flying Jelly Sub,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,BE,8,5,5
2523,7-14,42.6878,6.0,341.0,4.4,9,70609.0,Easy,Manta Ray Bomber,4.3,THE LEGO® NINJAGO® MOVIE™,4.2,BE,4,12,9
2524,7-14,24.3878,8.0,217.0,4.1,8,70629.0,Easy,Piranha Attack,3.6,THE LEGO® NINJAGO® MOVIE™,4.1,BE,6,3,4
2525,7-14,24.3878,18.0,233.0,4.6,9,70607.0,Easy,NINJAGO® City Chase,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,BE,2,1,2
2526,6-14,12.1878,1.0,48.0,5.0,7,70628.0,Very Easy,Lloyd - Spinjitzu Master,5.0,THE LEGO® NINJAGO® MOVIE™,5.0,BE,5,3,1
2527,6-14,12.1878,11.0,109.0,4.5,8,70606.0,Easy,Spinjitzu Training,4.7,THE LEGO® NINJAGO® MOVIE™,4.8,BE,3,1,1
2528,6-12,31.192200000000003,2.0,277.0,4.0,12,75823.0,Average,Bird Island Egg Heist,4.5,Angry Birds™,4.0,CA,5,6,3
2529,6-12,19.4922,2.0,168.0,4.0,12,75822.0,Easy,Piggy Plane Attack,5.0,Angry Birds™,4.0,CA,3,5,4
2530,6-12,12.4722,11.0,74.0,4.3,10,75821.0,Easy,Piggy Car Escape,4.3,Angry Birds™,4.1,CA,2,2,6
2531,12+,101.39220000000002,23.0,1032.0,3.6,9,21030.0,Average,United States Capitol Building,4.6,Architecture,4.3,CA,6,17,5
2532,12+,77.9922,14.0,744.0,3.2,9,21035.0,Challenging,Solomon R. Guggenheim Museum®,4.6,Architecture,4.1,CA,4,7,5
2533,12+,62.3922,7.0,597.0,3.7,8,21039.0,Average,Shanghai,4.9,Architecture,4.4,CA,9,11,2
2534,12+,58.4922,37.0,598.0,3.7,10,21028.0,Average,New York City,4.2,Architecture,4.1,CA,10,9,1
2535,12+,54.5922,24.0,780.0,4.4,6,21029.0,Average,Buckingham Palace,4.7,Architecture,4.3,CA,3,7,7
2536,12+,38.9922,23.0,468.0,3.6,8,21034.0,Average,London,4.7,Architecture,4.1,CA,5,11,3
2537,12+,38.9922,14.0,386.0,4.1,8,21036.0,Average,Arc de Triomphe,4.4,Architecture,3.6,CA,4,5,3
2538,12+,38.9922,11.0,444.0,3.6,8,21033.0,Average,Chicago,4.8,Architecture,4.5,CA,7,8,1
2539,12+,35.092200000000005,53.0,321.0,3.2,10,21019.0,Average,The Eiffel Tower,4.6,Architecture,4.4,CA,12,4,4
2540,12+,31.192200000000003,7.0,361.0,4.2,8,21032.0,Easy,Sydney,4.6,Architecture,4.2,CA,8,9,2
2541,7-12,155.99220000000003,63.0,847.0,3.8,6,17101.0,Average,BOOST Creative Toolbox,3.4,BOOST,3.5,CA,4,5,9
2542,10+,31.192200000000003,13.0,708.0,4.7,7,41597.0,Average,Go Brick Me,4.8,BrickHeadz,4.8,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2543,10+,19.4922,1.0,234.0,3.0,9,41614.0,Easy,Owen & Blue,5.0,BrickHeadz,5.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2544,10+,19.4922,1.0,160.0,5.0,10,41613.0,Very Easy,Mr. Incredible & Frozone,5.0,BrickHeadz,5.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2545,10+,10.1322,1.0,149.0,2.0,12,41609.0,Very Easy,Chewbacca™,3.0,BrickHeadz,4.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2546,10+,10.1322,1.0,141.0,2.0,12,41608.0,Very Easy,Han Solo™,4.0,BrickHeadz,4.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2547,10+,10.1322,3.0,101.0,4.0,9,41604.0,Average,Iron Man MK50,4.7,BrickHeadz,4.5,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2548,10+,10.1322,2.0,105.0,3.0,9,41605.0,Easy,Thanos,5.0,BrickHeadz,5.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2549,10+,10.1322,1.0,113.0,5.0,8,41606.0,Easy,Star-Lord,5.0,BrickHeadz,5.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2550,10+,10.1322,1.0,136.0,4.337640663742107,11,41607.0,0.16760459995106436,Gamora,5.0,BrickHeadz,0.14639915178207324,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2551,10+,10.1322,5.0,143.0,4.6,7,41599.0,Easy,Wonder Woman™,5.0,BrickHeadz,5.0,CA,1,0.1864448250550526,0.1846505179022918
2552,10+,10.1322,3.0,122.0,2.7,11,41598.0,Very Easy,The Flash™,4.0,BrickHeadz,3.0,CA,1,0.1864448250550526,0.1846505179022918
2553,10+,10.1322,5.0,130.0,4.3,13,41603.0,Easy,Kylo Ren™,5.0,BrickHeadz,4.8,CA,1,0.1864448250550526,0.1846505179022918
2554,10+,10.1322,3.0,119.0,4.5,11,41602.0,Easy,Rey,5.0,BrickHeadz,4.5,CA,1,0.1864448250550526,0.1846505179022918
2555,10+,10.1322,2.0,91.0,3.0,11,41485.0,Easy,Finn,4.5,BrickHeadz,4.0,CA,1,0.1864448250550526,0.1846505179022918
2556,10+,10.1322,2.0,108.0,3.5,7,41601.0,Easy,Cyborg™,5.0,BrickHeadz,4.0,CA,1,0.1864448250550526,0.1846505179022918
2557,10+,10.1322,1.0,135.0,1.0,6,41600.0,Very Easy,Aquaman™,4.0,BrickHeadz,3.0,CA,1,0.1864448250550526,0.1846505179022918
2558,10+,9.3522,7.0,140.0,3.2,10,40270.0,Easy,Valentine's Bee,4.9,BrickHeadz,4.7,CA,0.1578174700269146,4,1
2559,10+,19.4922,1.0,240.0,3.0,13,41611.0,Easy,Marty McFly & Doc Brown,5.0,BrickHeadz,5.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2560,10+,19.4922,16.82623813551358,209.0,4.337640663742107,11,41610.0,0.16760459995106436,Tactical Batman™ & Superman™,0.13212625397602154,BrickHeadz,0.14639915178207324,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2561,10+,9.3522,4.0,126.0,2.0,9,40271.0,Easy,Easter Bunny,5.0,BrickHeadz,4.5,CA,0.1578174700269146,4,1
2562,10+,10.1322,7.0,102.0,4.0,9,41487.0,Easy,Lloyd,5.0,BrickHeadz,4.7,CA,1,0.1864448250550526,0.1846505179022918
2563,10+,10.1322,5.0,89.0,3.2,11,41488.0,Very Easy,Master Wu,4.4,BrickHeadz,4.0,CA,1,0.1864448250550526,0.1846505179022918
2564,10+,10.1322,6.0,118.0,3.3,11,41594.0,Very Easy,Captain Armando Salazar,5.0,BrickHeadz,4.7,CA,1,0.1864448250550526,0.1846505179022918
2565,10+,10.1322,3.0,127.0,3.5,13,41486.0,Very Easy,Captain Phasma™,4.7,BrickHeadz,4.7,CA,1,0.1864448250550526,0.1846505179022918
2566,10+,10.1322,11.0,91.0,3.8,10,41585.0,Very Easy,Batman™,4.9,BrickHeadz,4.7,CA,1,0.1864448250550526,0.1846505179022918
2567,10+,10.1322,8.0,96.0,4.0,10,41590.0,Easy,Iron Man,4.9,BrickHeadz,4.4,CA,1,0.1864448250550526,0.1846505179022918
2568,10+,10.1322,9.0,109.0,3.6,12,41593.0,Easy,Captain Jack Sparrow,4.8,BrickHeadz,4.6,CA,1,0.1864448250550526,0.1846505179022918
2569,10+,10.1322,8.0,93.0,3.9,9,41592.0,Easy,The Hulk,4.6,BrickHeadz,4.1,CA,1,0.1864448250550526,0.1846505179022918
2570,10+,10.1322,10.0,139.0,4.2,13,41595.0,Easy,Belle,4.8,BrickHeadz,4.7,CA,1,0.1864448250550526,0.1846505179022918
2571,10+,10.1322,2.0,116.0,5.0,15,41596.0,Average,Beast,5.0,BrickHeadz,5.0,CA,1,0.1864448250550526,0.1846505179022918
2572,10+,10.1322,12.0,151.0,3.3,10,41588.0,Easy,The Joker™,4.8,BrickHeadz,4.7,CA,1,0.1864448250550526,0.1846505179022918
2573,10+,10.1322,10.0,101.0,4.3,8,41587.0,Very Easy,Robin™,4.8,BrickHeadz,4.9,CA,1,0.1864448250550526,0.1846505179022918
2574,10+,10.1322,4.0,143.0,3.5,10,41591.0,Easy,Black Widow,4.8,BrickHeadz,4.8,CA,1,0.1864448250550526,0.1846505179022918
2575,10+,10.1322,9.0,99.0,3.5,8,41586.0,Easy,Batgirl™,4.3,BrickHeadz,4.6,CA,1,0.1864448250550526,0.1846505179022918
2576,6-12,179.3922,35.0,888.0,4.7,10,60052.0,Average,Cargo Train,4.4,City,3.8,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2577,8-12,140.3922,1.0,1250.0,5.0,8,60162.0,Average,Jungle Air Drop Helicopter,5.0,City,4.0,CA,5,22,15
2578,6-12,132.59220000000002,45.0,610.0,4.4,10,60051.0,Average,High-speed Passenger Train,4.4,City,4.0,CA,4,1,30
2579,8-12,116.9922,6.0,813.0,4.5,11,60161.0,Average,Jungle Exploration Site,4.3,City,4.0,CA,3,7,9
2580,6-12,116.9922,3.0,792.0,3.3,9,60167.0,Average,Coast Guard Head Quarters,3.7,City,3.3,CA,8,3,16
2581,6-12,101.39220000000002,10.0,894.0,4.2,10,60141.0,Easy,Police Station,4.7,City,4.0,CA,9,14,14
2582,6-12,101.39220000000002,16.0,919.0,4.5,11,60110.0,Average,Fire Station,4.6,City,4.6,CA,12,16,9
2583,7-12,101.39220000000002,1.0,883.0,5.0,11,60188.0,0.16760459995106436,Mining Experts Site,5.0,City,5.0,CA,6,4,11
2584,6-12,85.7922,8.0,663.0,4.4,10,60174.0,Average,Mountain Police Headquarters,4.6,City,4.0,CA,2,6,7
2585,6-12,77.9922,4.0,740.0,5.0,8,60169.0,Average,Cargo Terminal,5.0,City,4.3,CA,3,2,15
2586,5-12,70.1922,9.0,561.0,3.9,7,60140.0,Easy,Bulldozer Break-in,3.3,City,3.6,CA,6,5,2
2587,5-12,62.3922,2.0,303.0,4.5,9,60173.0,Average,Mountain Arrest,4.0,City,2.5,CA,5,3,9
2588,7-12,58.4922,3.0,426.0,4.7,11,60160.0,Average,Jungle Mobile Lab,5.0,City,4.7,CA,4,2,7
2589,6-12,58.4922,8.0,415.0,4.4,11,60166.0,Challenging,Heavy-duty Rescue Helicopter,4.4,City,4.0,CA,5,3,15
2590,5-12,50.6922,16.82623813551358,387.0,4.337640663742107,9,60175.0,0.16760459995106436,Mountain River Heist,0.13212625397602154,City,0.14639915178207324,CA,3,8,7
2591,5-12,50.6922,1.0,294.0,4.0,10,60186.0,Average,Mining Heavy Driller,5.0,City,4.0,CA,2,3,9
2592,6-12,46.7922,10.0,374.0,3.9,10,60139.0,Easy,Mobile Command Center,4.0,City,3.3,CA,3,2,5
2593,5-12,46.7922,16.0,337.0,3.6,12,60154.0,Easy,Bus Station,3.3,City,2.7,CA,2,1,9
2594,5-12,38.9922,10.0,169.0,4.3,9,60153.0,Very Easy,People pack – Fun at the beach,4.1,City,3.6,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2595,5-12,38.9922,8.0,257.0,4.2,7,60108.0,Average,Fire Response Unit,3.9,City,3.8,CA,3,3,12
2596,5-12,38.9922,16.82623813551358,297.0,4.337640663742107,9,60172.0,0.16760459995106436,Dirt Road Pursuit,0.13212625397602154,City,0.14639915178207324,CA,3,3,5
2597,5-12,35.092200000000005,14.0,294.0,4.2,9,60138.0,Average,High-speed Chase,4.2,City,4.1,CA,4,10,12
2598,5-12,35.092200000000005,2.0,347.0,4.5,8,60165.0,Very Easy,4 x 4 Response Unit,5.0,City,5.0,CA,4,2,4
2599,6-12,35.092200000000005,5.0,378.0,4.8,10,60159.0,Easy,Jungle Halftrack Mission,4.8,City,4.6,CA,3,2,5
2600,5-12,31.192200000000003,7.0,344.0,5.0,11,60182.0,Easy,Pickup & Caravan,5.0,City,5.0,CA,2,2,5
2601,5-12,31.192200000000003,7.0,310.0,4.4,9,60183.0,Easy,Heavy Cargo Transport,4.7,City,4.7,CA,3,2,5
2602,5-12,23.3922,11.0,214.0,4.5,6,60107.0,Easy,Fire Ladder Truck,4.5,City,4.1,CA,3,1,7
2603,5-12,23.3922,3.0,141.0,4.3,11,60164.0,Easy,Sea Rescue Plane,4.3,City,4.7,CA,3,9,8
2604,6-12,23.3922,5.0,201.0,4.3,9,60158.0,Average,Jungle Cargo Helicopter,4.4,City,3.8,CA,3,7,9
2605,6-12,19.4922,4.0,192.0,5.0,10,60180.0,Average,Monster Truck,5.0,City,5.0,CA,4,3,5
2606,5-12,19.4922,35.0,249.0,4.6,5,60150.0,Easy,Pizza Van,4.9,City,4.8,CA,3,1,5
2607,5-12,19.4922,89.0,24.0,2.9,6,7499.0,Easy,Flexible and Straight Tracks,2.5,City,2.2,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2608,5-12,19.4922,12.0,239.0,4.7,6,60148.0,Easy,ATV Race Team,4.8,City,4.6,CA,2,2,5
2609,5-12,19.4922,1.0,127.0,5.0,9,60185.0,Easy,Mining Power Splitter,5.0,City,5.0,CA,4,2,4
2610,5-12,19.4922,8.0,144.0,4.4,9,60137.0,Easy,Tow Truck Trouble,4.3,City,4.0,CA,2,1,4
2611,5-12,19.4922,6.0,190.0,4.2,7,60179.0,Easy,Ambulance Helicopter,3.8,City,4.7,CA,3,3,11
2612,5-12,19.4922,7.0,174.0,4.3,10,60181.0,Easy,Forest Tractor,4.4,City,4.2,CA,3,3,7
2613,4-7,19.4922,16.82623813551358,115.0,4.337640663742107,8,10751.0,0.16760459995106436,Mountain Police Chase,0.13212625397602154,Juniors,0.14639915178207324,CA,3,3,4
2614,5-12,19.4922,1.0,126.0,5.0,9,60176.0,Easy,Wild River Escape,5.0,City,4.0,CA,1,2,5
2615,5-12,15.5922,47.0,8.0,4.2,10,7895.0,Very Easy,Switching Tracks,4.1,City,3.6,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2616,5-12,15.5922,85.0,2.0,4.1,6,7280.0,Very Easy,Straight & Crossroad Plates,3.5,City,2.3,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2617,5-12,15.5922,40.0,2.0,4.1,5,7281.0,Very Easy,T-Junction & Curved Road Plates,3.9,City,2.8,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2618,5-12,10.1322,12.0,88.0,4.5,9,60157.0,Easy,Jungle Starter Set,4.9,City,4.6,CA,1,1,3
2619,5-12,10.1322,4.0,76.0,4.8,9,60163.0,Very Easy,Coast Guard Starter Set,5.0,City,4.5,CA,2,1,3
2620,5-12,10.1322,2.0,87.0,4.5,8,60177.0,Easy,Airshow Jet,4.5,City,5.0,CA,2,5,7
2621,4-7,10.1322,16.82623813551358,73.0,4.337640663742107,7,10750.0,0.16760459995106436,Road Repair Truck,0.13212625397602154,Juniors,0.14639915178207324,CA,2,1,7
2622,5-12,10.1322,2.0,88.0,4.337640663742107,8,60171.0,0.16760459995106436,Mountain Fugitives,5.0,City,0.14639915178207324,CA,1,1,2
2623,5-12,10.1322,2.0,82.0,4.5,8,60184.0,Very Easy,Mining Team,5.0,City,4.0,CA,1,1,2
2624,5-12,10.1322,1.0,78.0,4.0,10,60178.0,Easy,Speed Record Car,5.0,City,4.0,CA,2,3,8
2625,5-12,7.0122,2.0,37.0,4.5,9,60170.0,Very Easy,Off-Road Chase,4.5,City,5.0,CA,1,1,2
2626,5-12,6.2322000000000015,5.0,53.0,3.8,10,60156.0,Easy,Jungle Buggy,3.6,City,4.2,CA,1,1,3
2627,5-12,38.9922,30.0,157.0,4.7,6,60134.0,Very Easy,Fun in the park - City People Pack,4.6,City,4.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2628,8-12,116.9922,9.0,824.0,5.0,7,60124.0,Average,Volcano Exploration Base,4.6,City,4.6,CA,5,6,6
2629,8-12,140.3922,5.0,1277.0,5.0,11,60125.0,Average,Volcano Heavy-lift Helicopter,4.6,City,4.2,CA,6,10,18
2630,6-12,77.9922,2.0,412.0,4.5,11,60109.0,Easy,Fire Boat,4.5,City,4.0,CA,11,6,12
2631,5-12,46.7922,2.0,403.0,4.5,8,60143.0,0.16760459995106436,Auto Transport Heist,4.0,City,3.5,CA,3,2,8
2632,7-12,46.7922,3.0,330.0,4.7,10,60123.0,Easy,Volcano Supply Helicopter,4.3,City,4.0,CA,4,10,12
2633,5-12,46.7922,5.0,200.0,3.8,10,60129.0,Easy,Police Patrol Boat,3.2,City,2.0,CA,6,3,12
2634,6-12,38.9922,4.0,324.0,5.0,9,60122.0,Average,Volcano Crawler,5.0,City,4.5,CA,1,4,7
2635,6-12,31.192200000000003,14.0,301.0,4.0,7,60119.0,Easy,Ferry,4.2,City,4.2,CA,6,5,13
2636,5-12,31.192200000000003,16.82623813551358,195.0,4.337640663742107,9,60168.0,0.16760459995106436,Sailboat Rescue,0.13212625397602154,City,0.14639915178207324,CA,1,3,7
2637,5-12,31.192200000000003,8.0,248.0,3.4,10,60155.0,Easy,LEGO® City Advent Calendar,3.8,City,3.5,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2638,5-12,23.3922,13.0,157.0,4.4,10,60101.0,Easy,Airport Cargo Plane,4.6,City,4.2,CA,3,10,9
2639,5-12,23.3922,6.0,175.0,4.8,7,60121.0,Easy,Volcano Exploration Truck,4.8,City,4.4,CA,3,2,5
2640,5-12,19.4922,35.0,250.0,4.5,9,60117.0,Easy,Van & Caravan,4.6,City,4.6,CA,2,2,4
2641,5-12,19.4922,7.0,138.0,4.7,10,60142.0,Easy,Money Transporter,4.4,City,4.1,CA,2,1,5
2642,5-12,10.1322,8.0,80.0,4.1,8,60136.0,Easy,Police Starter Set,4.6,City,4.3,CA,1,1,1
2643,5-12,10.1322,7.0,81.0,4.9,8,60145.0,Very Easy,Buggy,4.9,City,4.9,CA,2,2,4
2644,5-12,10.1322,8.0,91.0,4.3,6,60146.0,Easy,Stunt Truck,4.8,City,4.4,CA,2,2,4
2645,5-12,10.1322,11.0,90.0,3.9,8,60106.0,Easy,Fire Starter Set,4.1,City,4.1,CA,1,1,3
2646,5-12,10.1322,7.0,83.0,4.7,8,60120.0,Easy,Volcano Starter Set,4.3,City,4.3,CA,1,1,1
2647,5-12,10.1322,10.0,81.0,4.4,8,60100.0,Very Easy,Airport Starter Set,4.9,City,5.0,CA,2,1,5
2648,5-12,6.2322000000000015,5.0,47.0,4.3,7,60135.0,Very Easy,ATV Arrest,4.4,City,4.6,CA,1,1,1
2649,4-99,46.7922,4.0,790.0,5.0,11,10698.0,Easy,LEGO® Large Creative Brick Box,5.0,Classic,5.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2650,4-99,27.2922,11.0,484.0,4.6,8,10696.0,Easy,LEGO® Medium Creative Brick Box,4.6,Classic,4.7,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2651,4-99,19.4922,2.0,213.0,5.0,12,10713.0,Very Easy,Creative Suitcase,5.0,Classic,5.0,CA,10,11,2
2652,4-99,19.4922,8.0,303.0,4.8,7,10693.0,Easy,LEGO® Creative Supplement,4.9,Classic,4.9,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2653,4-99,15.5922,7.0,221.0,4.3,10,10692.0,Easy,LEGO® Creative Bricks,4.1,Classic,4.3,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2654,4-99,14.0322,24.0,1.0,4.3,12,10701.0,Very Easy,Gray Baseplate,4.1,Classic,3.5,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2655,4-99,7.7922,46.0,1.0,3.2,13,10700.0,Very Easy,Green Baseplate,2.6,Classic,2.5,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2656,4-99,7.7922,6.0,1.0,4.7,9,10714.0,Very Easy,Blue Baseplate,4.7,Classic,4.3,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2657,4-99,5.4522,8.0,78.0,4.6,9,10706.0,Very Easy,Blue Creativity Box,4.8,Classic,5.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2658,4-99,5.4522,5.0,66.0,4.5,9,10708.0,Easy,Green Creativity Box,4.8,Classic,4.5,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2659,4-99,5.4522,4.0,55.0,4.3,9,10707.0,Average,Red Creativity Box,4.5,Classic,4.3,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2660,4-99,5.4522,3.0,60.0,2.7,9,10709.0,Easy,Orange Creativity Box,4.7,Classic,5.0,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2661,4+,2.3322000000000003,180.0,1.0,4.0,3,630.0,Very Easy,Brick Separator,4.8,Classic,4.6,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2662,4-99,19.4922,6.0,303.0,4.3,13,10694.0,Easy,LEGO® Creative Supplement Bright,4.5,Classic,4.3,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2663,4-99,7.7922,24.0,1.0,3.9,12,10699.0,Very Easy,Sand Baseplate,3.6,Classic,2.9,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2664,8-12,70.1922,11.0,728.0,3.2,8,31069.0,Average,Modular Family Villa,3.4,Creator 3-in-1,3.2,CA,8,14,5
2665,9-12,58.4922,14.0,670.0,4.2,11,31070.0,Average,Turbo Track Racer,4.5,Creator 3-in-1,4.3,CA,2,4,8
2666,8-12,38.9922,4.0,422.0,4.0,9,31081.0,Average,Modular Skate House,4.8,LEGO® Creator 3-in-1,4.3,CA,6,9,5
2667,8-12,38.9922,10.0,386.0,3.2,8,31068.0,Average,Modular Modern Home,3.8,Creator 3-in-1,3.9,CA,6,5,3
2668,7-12,35.092200000000005,2.0,374.0,4.0,10,31080.0,Easy,Modular Winter Vacation,3.5,LEGO® Creator 3-in-1,4.0,CA,5,21,7
2669,7-12,35.092200000000005,12.0,285.0,4.3,9,31066.0,Easy,Space Shuttle Explorer,4.2,Creator 3-in-1,4.4,CA,3,7,10
2670,8-12,31.192200000000003,5.0,379.0,4.0,10,31079.0,Easy,Sunshine Surfer Van,4.4,LEGO® Creator 3-in-1,4.2,CA,3,3,9
2671,7-12,31.192200000000003,8.0,356.0,4.0,8,31067.0,Average,Modular Poolside Holiday,4.6,Creator 3-in-1,4.9,CA,4,7,5
2672,7-12,19.4922,9.0,205.0,4.5,8,31062.0,Average,Robo Explorer,4.8,Creator 3-in-1,4.3,CA,0.1578174700269146,0.1864448250550526,0.1846505179022918
2673,7-12,19.4922,1.0,200.0,5.0,10,31076.0,Average,Daredevil Stunt Plane,5.0,LEGO® Creator 3-in-1,5.0,CA,3,6,5
2674,7-12,19.4922,1.0,225.0,5.0,10,31075.0,Easy,Outback Adventures,4.0,LEGO® Creator 3-in-1,4.0,CA,3,3,5
2675,7-12,19.4922,2.0,241.0,4.5,12,31074.0,Easy,Rocket Rally Car,5.0,LEGO® Creator 3-in-1,5.0,CA,2,3,6
2676,7-12,14.0322,27.0,174.0,4.5,8,31058.0,Easy,Mighty Dinosaurs,4.7,Creator 3-in-1,4.7,CA,1,9,7
2677,7-12,14.0322,5.0,223.0,4.7,8,31073.0,Easy,Mythical Creatures,4.4,LEGO® Creator 3-in-1,5.0,CA,3,6,10
2678,6-12,10.1322,6.0,122.0,4.5,10,31056.0,Easy,Green Cruiser,4.5,Creator 3-in-1,4.7,CA,1,2,4
2679,6-12,10.1322,1.0,102.0,4.0,8,31057.0,Easy,Air Blazer,4.0,Creator 3-in-1,4.0,CA,1,6,8
2680,6-12,10.1322,1.0,109.0,5.0,11,31071.0,Average,Drone Explorer,5.0,LEGO® Creator 3-in-1,5.0,CA,2,5,4
2681,6-12,10.1322,16.82623813551358,109.0,4.337640663742107,10,31072.0,0.16760459995106436,Extreme Engines,0.13212625397602154,LEGO® Creator 3-in-1,0.14639915178207324,CA,1,2,5
2682,7-12,19.4922,8.0,222.0,4.3,8,31046.0,Average,Fast Car,4.6,LEGO® Creator 3-in-1,4.5,CA,1,3,5
2683,8-12,19.4922,1.0,194.0,5.0,9,31059.0,Average,Sunset Street Bike,5.0,Creator 3-in-1,5.0,CA,4,2,7
2684,8-12,58.4922,15.0,528.0,4.7,9,31051.0,Average,Lighthouse Point,4.7,LEGO® Creator 3-in-1,4.3,CA,9,9,5
2685,7-12,35.092200000000005,2.0,359.0,5.0,8,31064.0,Average,Island Adventures,4.5,Creator 3-in-1,4.5,CA,3,11,9
